id,Condition,phase,item_id,share,share01
5f93773959a2f6156eb0ef30,Infographics,pre,Emotion-4-Boris,6,0.8333333333333334
5f90c32f69122f1cebd1cc0b,Control,pre,Emotion-4-Boris,1,0.0
5f25669cd78f1f1ede77814f,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5ea4a546a1589107aad124a2,Control,pre,Emotion-4-Boris,5,0.6666666666666666
5e830f59e432f201ddcbc319,GoViral,pre,Emotion-4-Boris,1,0.0
5f653485fa6c900b6548f35c,Control,pre,Emotion-4-Boris,3,0.3333333333333333
58c62eac444ade00010231a9,Control,pre,Emotion-4-Boris,1,0.0
5ed923252219cb0e437c8a98,Infographics,pre,Emotion-4-Boris,5,0.6666666666666666
5ca15d690336360017b5f685,Control,pre,Emotion-4-Boris,1,0.0
5f3c202dc59223a250d37f11,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5f6ca0cc500db1072dad888a,Control,pre,Emotion-4-Boris,1,0.0
5aad3fb0c4e8f200014b339c,Infographics,pre,Emotion-4-Boris,1,0.0
5f36a2dbd479a60895f92b34,GoViral,pre,Emotion-4-Boris,1,0.0
5901cf755b40770001f29ca6,Control,pre,Emotion-4-Boris,1,0.0
5ec454e23d68ea32ee554d12,GoViral,pre,Emotion-4-Boris,1,0.0
5f0c94983314760efb2814c1,Control,pre,Emotion-4-Boris,6,0.8333333333333334
5fa54ed605295a24306688c2,GoViral,pre,Emotion-4-Boris,1,0.0
5eab583c6c144d1270e7ed02,Infographics,pre,Emotion-4-Boris,5,0.6666666666666666
5e45dd10f354ca0c7f4225c7,GoViral,pre,Emotion-4-Boris,7,1.0
5f99a84e8e849103617af33b,Control,pre,Emotion-4-Boris,1,0.0
5b8d7d77b1b22d00017e2daf,GoViral,pre,Emotion-4-Boris,5,0.6666666666666666
5f5282d2b4a6805353a7eed1,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5e9c8ffab74f57032b363c10,Control,pre,Emotion-4-Boris,6,0.8333333333333334
5f2faeafe08009000adad51e,Control,pre,Emotion-4-Boris,1,0.0
5f3b86da518ae28ae21d3d45,Infographics,pre,Emotion-4-Boris,1,0.0
5e81f87af898748f9dde0b7d,Control,pre,Emotion-4-Boris,6,0.8333333333333334
5fb14786b121b65b757b3497,Control,pre,Emotion-4-Boris,1,0.0
5faaebb272441153516e1b27,Infographics,pre,Emotion-4-Boris,2,0.16666666666666666
5f3be724f4364098db8399f3,Infographics,pre,Emotion-4-Boris,7,1.0
5ebe6adb60cbb20008e72e3d,GoViral,pre,Emotion-4-Boris,5,0.6666666666666666
5f737a68b2c1eb0b14cb017f,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5f63584d619a4d00080c3237,Infographics,pre,Emotion-4-Boris,1,0.0
5ccc758ab11510001584a1af,Control,pre,Emotion-4-Boris,1,0.0
5ea9ff1bb2e53118380cd7fc,Infographics,pre,Emotion-4-Boris,1,0.0
5ebc3097a9c38504ebd8a347,GoViral,pre,Emotion-4-Boris,1,0.0
5d41925ef7b99500012b960e,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5f687a30bbcf3b037de3047d,Infographics,pre,Emotion-4-Boris,1,0.0
5ed6c582269f7f12fb8f09ae,Infographics,pre,Emotion-4-Boris,1,0.0
5d9373b0e04970001ab482da,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5f177a9782320a000b19a610,Infographics,pre,Emotion-4-Boris,1,0.0
5e695c82cec9062104b5c432,GoViral,pre,Emotion-4-Boris,1,0.0
5eb0916942bbba12b60e2bd4,Control,pre,Emotion-4-Boris,1,0.0
5ecfdd250dc6a6069298a016,Infographics,pre,Emotion-4-Boris,1,0.0
5b8359ff4ba9cd0001e7a2ea,Infographics,pre,Emotion-4-Boris,1,0.0
5f58579578b8a03bd512b9e6,GoViral,pre,Emotion-4-Boris,4,0.5
5c665e1948985d0001f09675,GoViral,pre,Emotion-4-Boris,1,0.0
5faa77a894b02a3893aba0f3,Infographics,pre,Emotion-4-Boris,1,0.0
5f8f88353fdd2320674e08eb,Control,pre,Emotion-4-Boris,3,0.3333333333333333
5e8a02820eac7e6a541c8ddb,Infographics,pre,Emotion-4-Boris,1,0.0
5ead9829361651433c6b38d1,GoViral,pre,Emotion-4-Boris,1,0.0
5e7bd2a32b3c38208b6b0992,Infographics,pre,Emotion-4-Boris,1,0.0
5efae8ae4003e69471e548b3,Control,pre,Emotion-4-Boris,3,0.3333333333333333
5c864c76de8ae1000103cecf,Control,pre,Emotion-4-Boris,3,0.3333333333333333
5dea808cce8d8d19f5424b21,Infographics,pre,Emotion-4-Boris,1,0.0
5e988e0bfb4d630b2335320a,Control,pre,Emotion-4-Boris,1,0.0
5e908209e29edd3879120efd,Control,pre,Emotion-4-Boris,7,1.0
5dfab2bab1f22281272f750d,Control,pre,Emotion-4-Boris,5,0.6666666666666666
5dd658638062875c64954a45,Control,pre,Emotion-4-Boris,4,0.5
5ebd44c11d76e4012e0f2246,Infographics,pre,Emotion-4-Boris,3,0.3333333333333333
5cb8d63a14b6e900162c10dd,Control,pre,Emotion-4-Boris,4,0.5
5f9725989846c80adc4825f9,GoViral,pre,Emotion-4-Boris,6,0.8333333333333334
5b466f5d35b5ad000143a7b3,Infographics,pre,Emotion-4-Boris,1,0.0
5f631add2ec34126dd5452fe,Control,pre,Emotion-4-Boris,1,0.0
5cfa460631d2ef001c22dde5,GoViral,pre,Emotion-4-Boris,1,0.0
5f08f9db92c3fb1783d2ea7e,GoViral,pre,Emotion-4-Boris,1,0.0
5c842b08146e370019e05eb9,Infographics,pre,Emotion-4-Boris,3,0.3333333333333333
5d5d21bedbca72001d7cfd68,Infographics,pre,Emotion-4-Boris,5,0.6666666666666666
5e9d7b6857d5dd04011beca1,GoViral,pre,Emotion-4-Boris,1,0.0
5dcd5aa07e5deb02d76958d2,Infographics,pre,Emotion-4-Boris,1,0.0
5e874a734809220480b4a4fb,Control,pre,Emotion-4-Boris,1,0.0
5f8bad1242efeb2f49156f51,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5f38b4fe2ee10f3e3d2040e0,Control,pre,Emotion-4-Boris,1,0.0
5cbb39cb98560b0016678e5b,Infographics,pre,Emotion-4-Boris,5,0.6666666666666666
594e2bb7a402220001d84067,Infographics,pre,Emotion-4-Boris,1,0.0
5f8f93890e27442145f68542,Control,pre,Emotion-4-Boris,7,1.0
5c8046f43f2605000197cb7f,Control,pre,Emotion-4-Boris,5,0.6666666666666666
5d960437ad712c00174c3e0f,GoViral,pre,Emotion-4-Boris,1,0.0
5c2ce112f422870001fcab1f,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5d9dc70711b7c400152aa7bc,Control,pre,Emotion-4-Boris,1,0.0
5edbd346b3747c0a66b63e0d,Infographics,pre,Emotion-4-Boris,1,0.0
5e0c833811d879445c7bf955,Infographics,pre,Emotion-4-Boris,2,0.16666666666666666
5c38dab0f0ae4c00011238c1,Infographics,pre,Emotion-4-Boris,1,0.0
5c297af370d93a00012161a4,Control,pre,Emotion-4-Boris,1,0.0
5f6e6373b1ca3039d33f841c,Infographics,pre,Emotion-4-Boris,4,0.5
5e6b6b8221be1811a1a57232,Infographics,pre,Emotion-4-Boris,1,0.0
5f334b389541a016d5517bb7,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5f3d5deb89b1f60e73a6aa46,Control,pre,Emotion-4-Boris,1,0.0
5f09d989eff16b266fba44c0,Control,pre,Emotion-4-Boris,1,0.0
5c4a3a9ad3a5e3000182c54a,Control,pre,Emotion-4-Boris,7,1.0
5f85d89d9b191d0a723f9f92,GoViral,pre,Emotion-4-Boris,1,0.0
5d362118bd3f570016067a6b,Infographics,pre,Emotion-4-Boris,1,0.0
5f511792f2c0b02ec33a49ef,Infographics,pre,Emotion-4-Boris,4,0.5
5c8ebaed13e167000176428f,GoViral,pre,Emotion-4-Boris,1,0.0
5dea549b1e806c168ca5d0f0,Infographics,pre,Emotion-4-Boris,5,0.6666666666666666
5f4e58c9c5d477017bff61cf,GoViral,pre,Emotion-4-Boris,6,0.8333333333333334
5e7e93475caed456ffb84287,Infographics,pre,Emotion-4-Boris,1,0.0
5f5e692f9496f4703a21de36,Control,pre,Emotion-4-Boris,1,0.0
5f95bf8e67476d0ca8956594,Control,pre,Emotion-4-Boris,1,0.0
5f9fb29f2f672b6025f1963b,Control,pre,Emotion-4-Boris,7,1.0
5ef4d784ecf8ff0cafe9190f,Control,pre,Emotion-4-Boris,1,0.0
5dfbc27ea1f3618e09042c33,Control,pre,Emotion-4-Boris,1,0.0
5ef4e0946ff4100f705504e2,GoViral,pre,Emotion-4-Boris,1,0.0
5f8b1801bafe150ab30de47c,Control,pre,Emotion-4-Boris,1,0.0
5f9b509388ebe636176bcb9c,Infographics,pre,Emotion-4-Boris,1,0.0
5f6cd6926cf4290ee85d9a55,Infographics,pre,Emotion-4-Boris,1,0.0
5f95e300725acb494cf19527,Control,pre,Emotion-4-Boris,1,0.0
5dcf1031b039ab061db5243e,GoViral,pre,Emotion-4-Boris,1,0.0
5c6d96341af2ef00019bb28b,GoViral,pre,Emotion-4-Boris,1,0.0
5f970b9ea8b89706aa4041ab,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5fa97577cf3a5812b12a7375,Control,pre,Emotion-4-Boris,1,0.0
5f538f577006af0692032d36,Infographics,pre,Emotion-4-Boris,1,0.0
5eb82b55e38e9f772594b06d,Control,pre,Emotion-4-Boris,3,0.3333333333333333
5e69d66e12ab29044dd54d56,Control,pre,Emotion-4-Boris,1,0.0
5f2f8cf87436b3000a83d5b9,Infographics,pre,Emotion-4-Boris,1,0.0
5f94c18bdc89a131f300ceb4,GoViral,pre,Emotion-4-Boris,1,0.0
5f5942abe280e617477ff75f,Infographics,pre,Emotion-4-Boris,2,0.16666666666666666
5e80cd7d5a8b770009b6884e,Infographics,pre,Emotion-4-Boris,1,0.0
5a5f7c21ac56240001543340,Control,pre,Emotion-4-Boris,1,0.0
5d64d8ddadc4e800182d259a,Control,pre,Emotion-4-Boris,1,0.0
5c63d689263b1b0001c66968,Infographics,pre,Emotion-4-Boris,3,0.3333333333333333
5f1616fef0771316bed1c55f,Infographics,pre,Emotion-4-Boris,4,0.5
5d1b77f14d7eea00180c3f4c,GoViral,pre,Emotion-4-Boris,1,0.0
5d939836468cca0019b1313f,Control,pre,Emotion-4-Boris,1,0.0
5f05c19007ad230698f12d12,GoViral,pre,Emotion-4-Boris,1,0.0
5f8ffe39f7f37f025e5caa68,Control,pre,Emotion-4-Boris,1,0.0
5d149faf96f6920001a523ec,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5ef23b500cfa4606da517655,Infographics,pre,Emotion-4-Boris,1,0.0
5e5e86c4a234251abddcd29d,Control,pre,Emotion-4-Boris,1,0.0
5ec67c7e31addc054477b237,Control,pre,Emotion-4-Boris,5,0.6666666666666666
5e8476cf42701c012efe1c0a,GoViral,pre,Emotion-4-Boris,1,0.0
5f4ad5d33331d012be760e9c,Control,pre,Emotion-4-Boris,5,0.6666666666666666
5f63505cdfc6934188269b3d,GoViral,pre,Emotion-4-Boris,1,0.0
5f7e483c07753f105c035435,Infographics,pre,Emotion-4-Boris,4,0.5
5eb202e64441603692ca7d2c,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5f6956d7a6353f150430b3ef,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5f49340320ec1a0fc5572b91,GoViral,pre,Emotion-4-Boris,1,0.0
5ec06e6276e71747a9a63f92,GoViral,pre,Emotion-4-Boris,1,0.0
5ed80ec219fa7f3026f62b2e,Control,pre,Emotion-4-Boris,1,0.0
5eb5403e0c06143be86cf8ca,Infographics,pre,Emotion-4-Boris,2,0.16666666666666666
5f9c0a56f6294202a1688b5d,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5d9200c6256f870019df22f1,GoViral,pre,Emotion-4-Boris,1,0.0
5f0395a63963d05bc235abdb,Infographics,pre,Emotion-4-Boris,4,0.5
5eba8aec7bb5c61f3282a3d7,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5da89f5aadf8920010957131,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5f9c0a9484865f02a910e254,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5f92419aa8c1261698b88e88,Control,pre,Emotion-4-Boris,2,0.16666666666666666
5f3d6a2a0655180ff0b4fe34,Control,pre,Emotion-4-Boris,5,0.6666666666666666
5e8f28c5d73dcd03c21314dc,Infographics,pre,Emotion-4-Boris,1,0.0
5da5fdef9a9dc5001484350b,Infographics,pre,Emotion-4-Boris,1,0.0
5b85246328914d0001135d23,GoViral,pre,Emotion-4-Boris,1,0.0
5c38fedd17ea530001b9176e,Control,pre,Emotion-4-Boris,1,0.0
5eab01fffcfee5098c52fd15,GoViral,pre,Emotion-4-Boris,1,0.0
5d5b0dd7c032a2001ad7cf5d,Control,pre,Emotion-4-Boris,3,0.3333333333333333
5df147eed7bcba000e1ff211,GoViral,pre,Emotion-4-Boris,4,0.5
5da33eecfa7abd0013ddd110,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5ee152b0950c3853a265eab2,GoViral,pre,Emotion-4-Boris,1,0.0
5de15e456247ef000dfc8b36,GoViral,pre,Emotion-4-Boris,1,0.0
5e3af19fd9be8130803ddc22,GoViral,pre,Emotion-4-Boris,1,0.0
5e529aaf2ca8272b83162fa0,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5f97259ff853640ac8065fd3,GoViral,pre,Emotion-4-Boris,4,0.5
5f3151777dbdaa6148ce7f97,GoViral,pre,Emotion-4-Boris,1,0.0
5f7cbe208f69bf136aaabdde,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5eaf1c2d3ae57560df5f01a0,GoViral,pre,Emotion-4-Boris,5,0.6666666666666666
5ed762e09f0f141e8b61b284,GoViral,pre,Emotion-4-Boris,1,0.0
5f91583982294402a38f55d1,GoViral,pre,Emotion-4-Boris,1,0.0
5ee7ccb552985d0a4c5af48b,GoViral,pre,Emotion-4-Boris,1,0.0
5e2ae53ffab158000a9cf3b8,GoViral,pre,Emotion-4-Boris,1,0.0
5d554b6b56200100010b2910,GoViral,pre,Emotion-4-Boris,1,0.0
57fb76a8bd8a970001fde35d,GoViral,pre,Emotion-4-Boris,1,0.0
5eed37c13661d91555c38308,GoViral,pre,Emotion-4-Boris,1,0.0
5f57ae16610a12293a67bcbd,GoViral,pre,Emotion-4-Boris,1,0.0
5efbc095c9f37c16fcaa468c,GoViral,pre,Emotion-4-Boris,6,0.8333333333333334
5f4fb33236e91f09c3740f47,GoViral,pre,Emotion-4-Boris,1,0.0
5be457d11d3eac0001517010,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5db6b40d7b63f7000ac8ff04,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5ca65510a0b6540012283c32,GoViral,pre,Emotion-4-Boris,1,0.0
5f1f51aa30da60148076cf06,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5fa94ee12438bf08ad45f75f,GoViral,pre,Emotion-4-Boris,4,0.5
5f69bca68bd61e01afde8d9b,GoViral,pre,Emotion-4-Boris,1,0.0
5e330a633d12d4000ac54985,GoViral,pre,Emotion-4-Boris,1,0.0
5b5863b743186b00012c088f,GoViral,pre,Emotion-4-Boris,1,0.0
5f6c8fa5559c85042517ea9f,GoViral,pre,Emotion-4-Boris,1,0.0
5e8296415e17cf9dcf9cabe6,GoViral,pre,Emotion-4-Boris,7,1.0
5fa42065afdf6502afed7ae9,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5f0825c34c8a390173b72148,GoViral,pre,Emotion-4-Boris,1,0.0
5edb83da3d15358034dc62f7,GoViral,pre,Emotion-4-Boris,1,0.0
5761654ab8a48000064fcf48,GoViral,pre,Emotion-4-Boris,1,0.0
5e8da7611baf780291d2b12d,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5ec670dfac7d6b05413bd824,GoViral,pre,Emotion-4-Boris,4,0.5
5efc5c80200e5902ff9e4fc5,GoViral,pre,Emotion-4-Boris,1,0.0
5da636caa6b2a50015a6c22f,GoViral,pre,Emotion-4-Boris,1,0.0
5cc8c859a55959001760d733,GoViral,pre,Emotion-4-Boris,6,0.8333333333333334
5c138299f0c32a00012064cf,GoViral,pre,Emotion-4-Boris,1,0.0
5ef9f14f182b9b072857418d,GoViral,pre,Emotion-4-Boris,1,0.0
5f907f31b1e858149a93c58a,GoViral,pre,Emotion-4-Boris,4,0.5
5f4abba4eae118551d4dc244,GoViral,pre,Emotion-4-Boris,1,0.0
5d88d28b9e812e0001ffc060,GoViral,pre,Emotion-4-Boris,5,0.6666666666666666
5f20536a3cc10430dd9fbfcf,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5c625085daa91500013f1c45,GoViral,pre,Emotion-4-Boris,6,0.8333333333333334
5c7e388fffd1190017be7f83,GoViral,pre,Emotion-4-Boris,4,0.5
5c73e63ef6c1c3001680b274,Infographics,pre,Emotion-4-Boris,1,0.0
5eea2197821bde0d1fd4397a,GoViral,pre,Emotion-4-Boris,1,0.0
5d4973d3f3773b0015911eca,Infographics,pre,Emotion-4-Boris,5,0.6666666666666666
5f174b51034f640a7923ee71,GoViral,pre,Emotion-4-Boris,1,0.0
5e66856ab10742406840291a,Infographics,pre,Emotion-4-Boris,6,0.8333333333333334
5ee16cf5395f86548c8a5699,GoViral,pre,Emotion-4-Boris,1,0.0
5e7a0cc0c4ee0904d8d5f154,Infographics,pre,Emotion-4-Boris,1,0.0
5e8ea325a981b515f65cfd6f,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5f8f4c678c4e4e1a05d0f888,Infographics,pre,Emotion-4-Boris,1,0.0
5bf483ac08dffa0001100c09,GoViral,pre,Emotion-4-Boris,1,0.0
5d2efff0e36d0b001a64d65c,Infographics,pre,Emotion-4-Boris,5,0.6666666666666666
5f44fbb89d025504e21fe930,GoViral,pre,Emotion-4-Boris,1,0.0
5c926dcaa0c81d0001179b8c,Infographics,pre,Emotion-4-Boris,6,0.8333333333333334
59a9d2a36fde8c0001cee6df,Infographics,pre,Emotion-4-Boris,1,0.0
 59ee2a30ae9f950001d849b,Control,pre,Emotion-4-Boris,1,0.0
5ee8b6dbac5fa1054ebd60a7,GoViral,pre,Emotion-4-Boris,2,0.16666666666666666
5be0e74e5db0ca0001b3a13a,Infographics,pre,Emotion-4-Boris,1,0.0
5f6b83589ffe6809f2cacb07,GoViral,pre,Emotion-4-Boris,1,0.0
5f5d37d6be94f9124b0f920f,GoViral,pre,Emotion-4-Boris,4,0.5
5d6afd65f2d304001540edfa,GoViral,pre,Emotion-4-Boris,7,1.0
5e94bf7157d924083075bd11,GoViral,pre,Emotion-4-Boris,1,0.0
5ee906b208d60f2724e67923,GoViral,pre,Emotion-4-Boris,3,0.3333333333333333
5e9872fda9de710844c3d21a,GoViral,pre,Emotion-5-Super,1,0.0
5dee571ba484414efbb34ddc,GoViral,pre,Emotion-5-Super,1,0.0
5ad3c3e63a859300016c6c9e,GoViral,pre,Emotion-5-Super,1,0.0
5eae02853a693d4bdd5b553b,GoViral,pre,Emotion-5-Super,4,0.5
5d29c671bc573b00165c9014,Infographics,pre,Emotion-5-Super,1,0.0
5ca2a84c2461ab0017c41b14,Infographics,pre,Emotion-5-Super,3,0.3333333333333333
5eeeb6de6ee5493752b1cdfd,GoViral,pre,Emotion-5-Super,6,0.8333333333333334
5f491ffe5324cf2ed519375d,GoViral,pre,Emotion-5-Super,3,0.3333333333333333
5efd0e2cf2d6f8156e58c89f,GoViral,pre,Emotion-5-Super,4,0.5
5c770e63a2b09c0001a821cc,Infographics,pre,Emotion-5-Super,2,0.16666666666666666
5b8287d12d77d900016fb6be,GoViral,pre,Emotion-5-Super,5,0.6666666666666666
5c63efbf571f930001eb2326,Control,pre,Emotion-5-Super,1,0.0
5b7da2499fcd3c000118f680,GoViral,pre,Emotion-5-Super,2,0.16666666666666666
5d3d82ce29130a00195cd74f,GoViral,pre,Emotion-5-Super,5,0.6666666666666666
5978eedb30f3ea000122eaf0,Control,pre,Emotion-5-Super,1,0.0
5f1c4b9e5b420902880d1e98,Control,pre,Emotion-5-Super,2,0.16666666666666666
5cdef91bf4acd700153ac9db,Infographics,pre,Emotion-5-Super,4,0.5
5d5549d6d16f760018d0d3bf,GoViral,pre,Emotion-5-Super,1,0.0
5efdd6331c6b4c0634eaf3b7,Infographics,pre,Emotion-5-Super,2,0.16666666666666666
5d11f6b091c008001530d0fb,GoViral,pre,Emotion-5-Super,1,0.0
5ea18681eeb3d7041ab243fa,GoViral,pre,Emotion-5-Super,1,0.0
5c9298201bc01a001614b1b0,GoViral,pre,Emotion-5-Super,1,0.0
5788d6c76cc4450001044358,Control,pre,Emotion-5-Super,5,0.6666666666666666
5ccc9ace9731e100191422ab,Infographics,pre,Emotion-5-Super,2,0.16666666666666666
5f4d150fc7c1d10b8d02664f,Control,pre,Emotion-5-Super,1,0.0
5aa7e3c1777df200016086ae,Control,pre,Emotion-5-Super,5,0.6666666666666666
5c10d344a577d50001bb6127,GoViral,pre,Emotion-5-Super,3,0.3333333333333333
5ee7dcd80e830a0c4b5c5b18,GoViral,pre,Emotion-5-Super,4,0.5
5ab3b6cdfa3b4e000172b686,GoViral,pre,Emotion-5-Super,6,0.8333333333333334
5e875f6f2e145b3abfb56ff1,Infographics,pre,Emotion-5-Super,1,0.0
5b12dbf1bd9c31000156cbc1,GoViral,pre,Emotion-5-Super,1,0.0
5db8ffe349e506000ab230e2,Infographics,pre,Emotion-5-Super,6,0.8333333333333334
5ef8bf58eda83205028e0db9,GoViral,pre,Emotion-5-Super,1,0.0
5cd6d97231d19f0019425948,Infographics,pre,Emotion-5-Super,2,0.16666666666666666
5b6acf29219c4700016e016b,Infographics,pre,Emotion-5-Super,5,0.6666666666666666
5f3695de519556063ef4cd2d,Infographics,pre,Emotion-5-Super,2,0.16666666666666666
5eefc8211f1b2a4c3a1ab38e,GoViral,pre,Emotion-5-Super,7,1.0
5f32a30554a2e308e31e66ff,Infographics,pre,Emotion-5-Super,1,0.0
5eeb682d164680078f441396,GoViral,pre,Emotion-5-Super,1,0.0
58fa36995214e3000193281c,Infographics,pre,Emotion-5-Super,1,0.0
5f7e1601832f230a69dc61a9,Infographics,pre,Emotion-5-Super,5,0.6666666666666666
5ecfb797dc64e1028cc510ba,Infographics,pre,Emotion-5-Super,4,0.5
5867d62ba7f6480001ed980a,Control,pre,Emotion-5-Super,3,0.3333333333333333
59308519991e160001eff87a,GoViral,pre,Emotion-5-Super,4,0.5
5f0cff23422d4f708671217c,Control,pre,Emotion-5-Super,2,0.16666666666666666
5c00a9e008469c000126e89f,GoViral,pre,Emotion-5-Super,4,0.5
5ea81666b5f29720424048e8,Infographics,pre,Emotion-5-Super,1,0.0
5eb554340c06143e826cc8e1,Infographics,pre,Emotion-5-Super,1,0.0
5e2ecf8ad5947f490c9d0f08,Infographics,pre,Emotion-5-Super,4,0.5
5c76ee0998566f00018eeb1f,Control,pre,Emotion-5-Super,1,0.0
5b2ea4ba1d2f710001fb3e28,Infographics,pre,Emotion-5-Super,1,0.0
5d04f8eecdd60a000178e118,Infographics,pre,Emotion-5-Super,1,0.0
5f50d4f8d31b8425603d6ca5,GoViral,pre,Emotion-5-Super,1,0.0
5f1e8eac19a6af01d6ddeed9,GoViral,pre,Emotion-5-Super,3,0.3333333333333333
5ef1bb10c673fd7d2d14e439,Control,pre,Emotion-5-Super,1,0.0
5e8e09d7b1ca640ac2755099,Infographics,pre,Emotion-5-Super,4,0.5
5f203120a0e03a2c77de98bd,GoViral,pre,Emotion-5-Super,1,0.0
5f57ec788b332c336a27d51d,Control,pre,Emotion-5-Super,1,0.0
5ebe945956bdfc202ececb1b,GoViral,pre,Emotion-5-Super,1,0.0
597330a0415cd40001f0d5e8,GoViral,pre,Emotion-5-Super,4,0.5
5d53d920713840001ed989a1,GoViral,pre,Emotion-5-Super,1,0.0
57b4aaf1cda70d0001534838,Control,pre,Emotion-5-Super,1,0.0
599d881c5aaa4f00018ad0f6,Infographics,pre,Emotion-5-Super,1,0.0
5f11fb1b816c5510de3bdd10,Control,pre,Emotion-5-Super,1,0.0
5dd47d9ab51b3e47517eea0c,Control,pre,Emotion-5-Super,2,0.16666666666666666
5c352f58b96e660001cb6b66,Infographics,pre,Emotion-5-Super,1,0.0
5eeb6194f53e2c06cfcd3cd0,Infographics,pre,Emotion-5-Super,1,0.0
5e5c00024b439f3eb41a24d1,GoViral,pre,Emotion-5-Super,5,0.6666666666666666
5c57920653fba80001bd3d38,GoViral,pre,Emotion-5-Super,2,0.16666666666666666
57c95ec2c6c5ed00013fa343,Control,pre,Emotion-5-Super,1,0.0
5e8753cc28aacd3abe3bc37a,Infographics,pre,Emotion-5-Super,6,0.8333333333333334
5eefc8211f1b2a4c3a1ab38e,Infographics,pre,Emotion-5-Super,2,0.16666666666666666
5f63e353e5a9ed16680bbecc,Control,pre,Emotion-5-Super,1,0.0
5bda4059ea656500011d5334,Control,pre,Emotion-5-Super,4,0.5
5a1323835d06850001b00673,GoViral,pre,Emotion-5-Super,2,0.16666666666666666
5d1b1d232d8715001822bee7,Control,pre,Emotion-5-Super,1,0.0
5d530ac47f7e0b0016ee8cde,Control,pre,Emotion-5-Super,2,0.16666666666666666
5f2f3a804b22943238311a8a,Control,pre,Emotion-5-Super,7,1.0
5f2ac1c530ca04366d8d82b9,GoViral,pre,Emotion-5-Super,1,0.0
5e07ac6415ef4012834b2b38,Infographics,pre,Emotion-5-Super,1,0.0
5f2e825e704e4d03d5e17dfe,Infographics,pre,Emotion-5-Super,1,0.0
5e34a3d7bc8572000a714094,GoViral,pre,Emotion-5-Super,2,0.16666666666666666
57725d2dd8e8880001b2fb13,Control,pre,Emotion-5-Super,1,0.0
5f70fb1e3b94db7239601f14,Control,pre,Emotion-5-Super,1,0.0
5f55fac7d864aa9cea426812,GoViral,pre,Emotion-5-Super,2,0.16666666666666666
5f341e191f6b962c72b74899,Control,pre,Emotion-5-Super,3,0.3333333333333333
5b2dde1da8327d0001ffbcc2,GoViral,pre,Emotion-5-Super,6,0.8333333333333334
5d6ebbc2616d6e0019ad82a5,Control,pre,Emotion-5-Super,1,0.0
5e7e54d45d1c4c0af175e6c7,GoViral,pre,Emotion-5-Super,1,0.0
5e6686f1ed17a9000e4e747a,Infographics,pre,Emotion-5-Super,6,0.8333333333333334
5f4cbdf9f599118d27c21442,GoViral,pre,Emotion-5-Super,5,0.6666666666666666
5dc8a1b5b1cdc26104e3f04f,Control,pre,Emotion-5-Super,1,0.0
5d8252ba7d2c7400173d2674,Control,pre,Emotion-5-Super,2,0.16666666666666666
5b7e7de287d85f0001bac19a,Infographics,pre,Emotion-5-Super,1,0.0
5f215ed0456c964f5f1e408d,GoViral,pre,Emotion-5-Super,1,0.0
5ea9c475ec2b531108f86a3f,Control,pre,Emotion-5-Super,2,0.16666666666666666
5994b2ff7c41bc00012e5d12,Control,pre,Emotion-5-Super,4,0.5
5ed556715b338d0d1597dad9,Control,pre,Emotion-5-Super,4,0.5
5bd02cd408a62c0001f96093,Infographics,pre,Emotion-5-Super,4,0.5
5e2898430beb030690aa64f6,Control,pre,Emotion-5-Super,2,0.16666666666666666
5f95847b1e3ae13e76c2faa8,Control,pre,Emotion-5-Super,3,0.3333333333333333
5e3499316bf31c46673bfc5c,GoViral,pre,Emotion-5-Super,3,0.3333333333333333
5f005af1d1911114a7e9dbe4,Infographics,pre,Emotion-5-Super,1,0.0
59ca5f505e015800019778d0,GoViral,pre,Emotion-5-Super,3,0.3333333333333333
568f981a7d961b000c969d2f,Control,pre,Emotion-5-Super,1,0.0
