id,Condition,item_id,share,share01
5f16336a0fa37a1b36d9190e,1,1,7,1.0
5ee75653bdbef601f43a54d7,1,1,2,0.16666666666666666
5e45ae4754f56d099400d6df,1,1,2,0.16666666666666666
5ebd6fa31eedd306701e4829,1,1,1,0.0
5e840706004a5416c5da0d90,1,1,6,0.8333333333333334
5e84a1b8390e52042de21896,1,1,5,0.6666666666666666
5e82618fd7c697981f8b3430,1,1,4,0.5
5ee26b441d9dca395c02cd90,1,1,1,0.0
5e86d9c9e36a99315cac76b7,2,1,1,0.0
5f160514e2a4062d2a0ded58,2,1,1,0.0
5b0db566bd9c3100015663d5,2,1,1,0.0
5ee8eb6aecbcea0c1c7acddc,2,1,2,0.16666666666666666
5c2e48a2867f660001afd5f1,1,1,2,0.16666666666666666
5ed6aa73797eed0fce50efa8,2,1,5,0.6666666666666666
5ee17a9321c28b560db7a981,1,1,4,0.5
5f04afb28d2c1876addd4128,2,1,5,0.6666666666666666
5c06f057d56d22000159de58,1,1,1,0.0
5e9862f45e3551072eec2467,2,1,1,0.0
5ec53fa42c5fff4c3e23d5d1,1,1,5,0.6666666666666666
5ed5f3a481a2c519bb1db44f,1,1,2,0.16666666666666666
5edeacd530f30b14dabe6a55,1,1,5,0.6666666666666666
5c0415eaef2204000159e11b,1,1,1,0.0
5e8b4a58aab89a0009011e86,2,1,5,0.6666666666666666
5ec9186adafc543febb7238a,1,1,2,0.16666666666666666
5e83569864bf8a07d86111f6,1,1,2,0.16666666666666666
5eaac271dd8b5e023d59ad16,1,1,1,0.0
5be4aa359d676000019d5250,1,1,2,0.16666666666666666
5f0eeeb7165d6c0009696bb9,1,1,5,0.6666666666666666
5cd48498183c38000166e2f6,1,1,1,0.0
5ed208cd5a1d1d1725d88573,1,1,1,0.0
5e1e6eccd727e91c36a943fd,2,1,1,0.0
5f16ef924a3d6201e13ea811,2,1,1,0.0
5edabe9369dca717846a838a,1,1,5,0.6666666666666666
5d114738a5c2cd000118e0d7,1,1,1,0.0
5d13466d3f917500176ec406,1,1,3,0.3333333333333333
5bd8d12abeca730001cf1926,2,1,1,0.0
5eef7da8a4868b05c902ef2d,2,1,7,1.0
5ec58f92165cb03f727e520b,2,1,1,0.0
5eb495690943fe3088ca4517,1,1,1,0.0
5f16e616d58164011fe0f89e,1,1,2,0.16666666666666666
5c3b37f5f5ebd50001856319,2,1,6,0.8333333333333334
5cea83db5b78dd0019cb4a59,1,1,5,0.6666666666666666
5ee6701fece2070abf7e8cdc,1,1,3,0.3333333333333333
5e5667b3e5cbf4018c99991a,1,1,2,0.16666666666666666
5eafbc7467ba8f6d447f9c70,1,1,1,0.0
5c120a94e32f860001657bd1,2,1,1,0.0
5f148260f260f106d1a6d05b,1,1,2,0.16666666666666666
5e6700ddfc8a90489b4f5b92,1,1,1,0.0
5d989b3f4ce5d302eb847d7d,1,1,1,0.0
5b2914d57f78160001466c01,2,1,1,0.0
5b33d636a2982a0001dd96ad,2,1,1,0.0
56815ef3c5767f00121d2088,1,1,3,0.3333333333333333
5ea177f57a3136029bb2aa92,1,1,2,0.16666666666666666
5c5dcd741cae46000117d48a,2,1,1,0.0
5e9743746ebc261f6fad403c,1,1,1,0.0
5ede7087c5486d0d7c60c1c9,1,1,3,0.3333333333333333
5e8f31ca66838a1ff52975b5,1,1,3,0.3333333333333333
5ea6e375aa693d07612de8d8,1,1,1,0.0
5c5cc6ff1c47a000013f5007,2,1,3,0.3333333333333333
5da8912f5a994b001650f01f,1,1,3,0.3333333333333333
5c1ed63210140800013f5ffb,1,1,1,0.0
5ef9f14f182b9b072857418d,2,1,1,0.0
5eb59815e1720545accfc4a7,1,1,4,0.5
5dada613823b7d0016484453,1,1,1,0.0
5e680bbe1e4f0a0add89c5cd,1,1,1,0.0
5eb8aaf01f700881f8bedf43,1,1,1,0.0
5efcae1dc5fa31082a897f33,1,1,3,0.3333333333333333
5eaf303e1b5acf09306cb758,1,1,4,0.5
5cdf4a45c07328001a4c0153,2,1,4,0.5
5deedca57d91c3578a527729,2,1,1,0.0
5ec1655a94307606eac832ff,2,1,2,0.16666666666666666
5e13cc7554e2f0a04fa696d1,2,1,3,0.3333333333333333
5f15f8fee8bbad729af2adc3,2,1,1,0.0
5f119ec24078cd024e936d5b,1,1,6,0.8333333333333334
5efb3c4217b1d0059ae24751,2,1,1,0.0
5e90ac47f9c9d13bd8831182,1,1,2,0.16666666666666666
5e4940cc4cc99d3ad7baa236,1,1,1,0.0
5c280f0870d93a00012110a5,2,1,1,0.0
5f0f1b669bc146057bb2a2a3,2,1,1,0.0
5e7b98f76c68581ac48fc3e5,1,1,4,0.5
57bb95ec0b1cfe0001d8e42f,1,1,1,0.0
5c5d61a46539fe00016e13e2,1,1,1,0.0
5ed1712fe3482e0c3fb656eb,1,1,1,0.0
5e724307b42a23178410bea5,1,1,1,0.0
