rid,Condition,fake_index,share,share01
5e6d2daa-5c6a-023a-b240-8d758aca4635,2,4,2.0,0.2
5e6d27ae-0c18-12ae-c0d2-336d360f156d,2,4,2.0,0.2
5e6d34ae-cc86-e139-9ff1-ec98b284b33a,2,4,3.0,0.4
5e6d326f-611a-fd31-ff08-97a3d979b617,2,4,1.0,0.0
5e6d34fa-37d6-007f-fbb9-37609b4d58d2,1,4,4.0,0.6
5e6d3466-45f0-6994-8747-a6a21036f55a,1,4,1.0,0.0
5e6d3606-a026-9483-b03c-e9e5d9a3ac5d,1,4,1.0,0.0
5e6d34de-5ab9-1535-8d1d-ef22a9b297ab,2,4,6.0,1.0
5e6d2641-2f74-5238-9a16-51a542917d19,1,4,6.0,1.0
5e6d36d3-712d-8cd2-8baf-95fceb3d06cc,1,4,2.0,0.2
5e6d38e0-4b9d-df45-0ac9-d23d244f5edc,1,4,2.0,0.2
5e6d3c15-704d-804d-e311-8b9b5427cf6c,2,4,1.0,0.0
5e6d3f99-0955-f6f3-bd50-70295f0a90ef,2,4,1.0,0.0
5e6d3b35-7d3f-e686-3d6b-ed03ee1195cf,2,4,6.0,1.0
5e6d451b-523c-f854-1010-5246e0920b50,2,4,4.0,0.6
5e6d3fd7-fd74-7e17-1a6e-339f8a3ab414,2,4,5.0,0.8
5e6d4845-1364-c5ca-1708-ec5086333542,2,4,4.0,0.6
5e6d32d3-cc22-eb4e-6310-d8ac98c335f2,2,4,5.0,0.8
5e6d4fda-bde7-f0b6-a197-f054a5dcf7d9,1,4,2.0,0.2
5e6d528f-5cbc-2d58-ed98-c0ab8a9c1831,2,4,2.0,0.2
5e6d533d-bd27-b71d-2d12-3dc3837e87c0,1,4,5.0,0.8
5e6d5eab-8b09-afe8-115d-e7de1eafca73,2,4,5.0,0.8
5e6d5da1-ca83-9db2-1623-09171b57a4b8,2,4,2.0,0.2
5e6d65be-9ec3-30cf-d7f0-5bdb5883ea87,2,4,3.0,0.4
5e6d6d95-e9ef-f8f5-64e9-cf098921be5e,2,4,1.0,0.0
5e6d69e8-4986-c8e5-bb1b-2b3313425410,2,4,4.0,0.6
5e6d7a94-bff5-7e7d-f062-182c9f83ec40,2,4,1.0,0.0
5e6d73c6-a293-788e-0f73-eb02206d89d4,2,4,2.0,0.2
5e6d7ff2-2485-4937-65eb-42b0be911392,1,4,1.0,0.0
5e6d7c2e-a69c-b7c5-e7d1-15316268262a,2,4,6.0,1.0
5e6d868f-44e5-23e4-803d-6fd25256420e,1,4,3.0,0.4
5e6d8ae1-f62c-90a6-7cd2-68b295653103,2,4,2.0,0.2
5e6d8a44-c2c1-dd32-9670-d13291e6e217,1,4,6.0,1.0
5e6d87f3-6736-f74b-3bed-2813c659c3f6,2,4,2.0,0.2
5e6d883d-2973-4ea9-3fc6-a4af215d6076,2,4,1.0,0.0
5e6d8ef3-9be9-fa58-3278-a911bc992234,1,4,6.0,1.0
5e6d8aeb-11d9-6c87-c939-c8a0bcff17db,1,4,6.0,1.0
5e6d8f87-5a09-e412-7e77-028c26828697,1,4,1.0,0.0
5e6d8fbc-a93d-9312-5a16-2e68d41e8a75,2,4,1.0,0.0
5e6d8ecf-7958-9f5d-327f-f3c61fd536c3,2,4,1.0,0.0
5e6d94d6-e29f-7fdf-e082-07c034902e59,2,4,3.0,0.4
5e6d8ef5-5287-d48e-febb-c2687c30af6d,2,4,1.0,0.0
5e6d9518-4158-feb6-e0da-2ce36b22fa7c,2,4,5.0,0.8
5e6c5893-d329-7d41-ac15-52cf551a2bb8,1,4,4.0,0.6
5e6d9d63-f157-7c3b-6ade-2be1f5944ec9,1,4,1.0,0.0
5e6da59e-af74-d394-2343-83c6e072ed70,2,4,6.0,1.0
5e6daa01-768e-edd9-9c60-20988038b776,1,4,1.0,0.0
5e6da944-78b1-5bdb-a4f9-a4949f67f693,1,4,6.0,1.0
5e6daf24-4bbb-190d-96ca-fb103d0be882,1,4,5.0,0.8
5e6db20b-b0fe-92e0-4e6c-9a44ca4f7af3,1,4,6.0,1.0
5e6dd329-58a6-b08f-17bf-473ce439a089,2,4,1.0,0.0
5e6de02b-a776-89fb-cede-3d4cc0c0d3db,1,4,4.0,0.6
5e6e01ea-55cb-8680-8c3c-d24f278d7559,2,4,6.0,1.0
5e6e0680-9cf0-2f89-a916-637e752cfc5c,2,4,3.0,0.4
5e6e0675-f25f-9f4f-af79-a8ad93c47c9b,2,4,2.0,0.2
5e6e0a1b-a39f-8750-4910-1db5b9c3c186,2,4,3.0,0.4
5e6e0a42-1eaa-465b-e75f-43542ff5b725,1,4,3.0,0.4
5e6e15c7-8166-7026-eebc-e7eb2be589ba,2,4,1.0,0.0
5e6e1cf1-324b-aca7-bd6d-4f69832cab66,1,4,1.0,0.0
5e6e2942-6d9f-5d26-90e8-9337fb244b66,2,4,2.0,0.2
5e6e2c3c-8a6f-db27-fba7-4a9de7f47e42,2,4,1.0,0.0
5e6bfb2f-8765-583e-0a9d-f534bc50f40f,1,4,6.0,1.0
5e6bf87d-3137-5f4e-b3af-0b8434df1d54,1,4,1.0,0.0
5e6c3bb1-8a86-3f7b-08b2-843c5aa8fbab,2,4,2.0,0.2
5e6c4b2e-bddc-b8ea-2fa6-e9f8f08ec746,2,4,1.0,0.0
5e6c56d8-0c00-6654-ab8a-f0d669e00986,2,4,1.0,0.0
5e6c585a-db9c-7893-01aa-e8835eb4d180,2,4,1.0,0.0
5e6c62b8-03cc-3df5-cfc1-b4b050695802,2,4,4.0,0.6
5e6c8490-e10c-194d-bb53-91bbf2648626,1,4,1.0,0.0
5e6cb833-c7f5-1231-2a02-9d6173929d79,1,4,1.0,0.0
5e6cc548-423f-5b9f-1128-4eda5d844d66,1,4,1.0,0.0
5e6d07d3-3475-1df7-117d-272031ce77cd,2,4,1.0,0.0
5e6d1911-2fb5-492d-5e5d-9dee32e6eb46,1,4,6.0,1.0
5e6d1ac9-dbbe-e027-1ca8-191af03bba62,2,4,1.0,0.0
5e6d2073-66e2-34b5-2345-bc9a3d7032d3,2,4,1.0,0.0
5e6d1f41-c1c4-f748-a0bb-0a807ecc0cce,1,4,1.0,0.0
5e6d562e-3a0c-bf7e-2d26-47186cab5d0f,1,4,6.0,1.0
5e6d8eaa-dce6-5a89-7981-40355f21f770,2,4,3.0,0.4
5e6d9045-2fbe-32b7-ddc1-f311c4d8f3b4,1,4,1.0,0.0
5e6dace4-2130-8d9c-e320-1558deb3d555,1,4,4.0,0.6
5e6de851-2d44-d140-95b4-79ddea2ec945,2,4,5.0,0.8
5e6e273f-122f-482f-e5d0-99d0ebb2ff7f,2,4,5.0,0.8
5e6bfc40-4b36-b4cf-e2e5-fd8fbce59684,1,4,5.0,0.8
5e6bfcf4-4e6f-8f87-e608-66c632b5c967,2,4,2.0,0.2
5e6c0cf5-731b-9daf-03da-259dd4decd24,2,4,2.0,0.2
5e6c113a-653c-88b7-4a67-a2732342975e,2,4,5.0,0.8
5e6c1c7d-1153-211f-62ee-7d7a881bb0f3,1,4,4.0,0.6
5e6c1d42-bf92-67b2-5175-0d7efb756c02,2,4,4.0,0.6
5e6c1d7b-5bb4-6274-5003-146426b6bbc0,1,4,4.0,0.6
5e6c1c6a-e3d9-dc04-e284-e538bec44af9,2,4,4.0,0.6
5e6c1efd-a135-c036-2166-e715f9e164f0,1,4,6.0,1.0
5e6c1d37-9134-468d-fee1-d3b72a67c0f7,1,4,6.0,1.0
5e6c1df7-3252-1827-ad7f-b4a26b7f4d28,1,4,4.0,0.6
5e6c1d9d-ef18-bb0d-4183-aa2a80a415f1,1,4,3.0,0.4
5e6c1d71-7d1e-3492-1427-6e6ecace345b,2,4,6.0,1.0
5e6c1c72-6412-54d1-319f-a29875a1e350,2,4,6.0,1.0
5e6c1eb3-8626-0941-d9d9-76a74bd4af9d,2,4,3.0,0.4
5e6c1ecd-abc4-a467-ef94-d21b90550aac,1,4,5.0,0.8
5e6c1f8c-0805-096c-6e5c-98b0ef70cb99,2,4,1.0,0.0
5e6c21b7-8379-d675-aadd-64b1b6c2b475,1,4,1.0,0.0
5e6c2185-36d3-2845-43e9-0f9f026576dd,2,4,1.0,0.0
5e6c2186-09de-e4b4-90f5-a07f6c10708e,2,4,6.0,1.0
5e6c209d-fb27-512d-2826-a1282672209e,2,4,6.0,1.0
5e6c2002-8bae-5153-ed4c-b406ad41f37f,2,4,5.0,0.8
5e6c1d67-5498-81ec-86cf-01d72b89380a,1,4,5.0,0.8
5e6c206b-15c2-4315-a8fb-4ac61e08ef42,2,4,6.0,1.0
5e6c1dec-75f1-1ece-bab0-28d7a82e7588,2,4,1.0,0.0
5e6c203f-1efd-abb0-d019-41baca448e4f,1,4,6.0,1.0
5e6c2050-5c2a-2c8d-b069-8db47c4597af,2,4,5.0,0.8
5e6c2028-38fd-ed89-db96-90c597ff7f62,2,4,1.0,0.0
5e6c2a05-7fde-6d16-286c-d54eae88992e,1,4,2.0,0.2
5e6c2b1a-df6b-27f0-be04-d98eebf687e3,2,4,4.0,0.6
5e6c295e-1df4-a71e-c91b-aac9ef748072,1,4,5.0,0.8
5e6c2a50-0104-1ba0-1950-7fce76b4bf11,2,4,4.0,0.6
5e6c2472-bd8e-ad4a-3b01-60a99ae5d0ea,1,4,4.0,0.6
5e6c3454-eec8-e00f-343b-c1f2fd8c767a,2,4,1.0,0.0
5e6c366d-8f8f-c3fe-3973-a4cb537c56ed,2,4,3.0,0.4
5e6c350b-9d26-0149-eddb-d8149c494f8a,2,4,3.0,0.4
5e6c32f8-b488-571b-bcca-5e68a6606e70,1,4,4.0,0.6
5e6c3c61-0e68-0eea-b440-03ce2213b64d,1,4,1.0,0.0
5e6c3aa5-8df1-3446-120d-17413533231f,1,4,6.0,1.0
5e6c369a-38f7-1b6d-1bed-fd66ee962d27,1,4,3.0,0.4
5e6c3bf0-2fc1-abd5-22bb-e0b5a3d43975,1,4,3.0,0.4
5e6c3e79-4d35-2771-1a9d-dc72e92bff32,1,4,1.0,0.0
5e6c3fe1-77f1-f88d-e3ef-d22602efaa11,2,4,4.0,0.6
5e6c4127-bd40-e104-ad56-97a3c27e0727,1,4,3.0,0.4
5e6c3ca7-0187-fc8f-2a3b-e307e97f7f79,2,4,6.0,1.0
5e6c478b-e9ab-93be-d7a0-3b61785ce5d2,1,4,5.0,0.8
5e6c497a-0306-5967-17fb-b60f40b4e696,2,4,5.0,0.8
5e6c4aaa-51a6-69a7-80f8-b52a83bc996f,1,4,1.0,0.0
5e6c558e-abd8-7cf2-e1ff-53ff1758af5b,2,4,6.0,1.0
5e6c5841-d544-c6d0-bb2e-0ff5a6ec2cd8,1,4,1.0,0.0
5e6c557d-067a-f052-16ad-7fa67b80782f,2,4,6.0,1.0
5e6c574f-5570-d6a3-549f-a33161f10f5c,1,4,1.0,0.0
5e6c59e0-bc04-c771-f7b3-58bedb17a8ed,2,4,1.0,0.0
5e6c5a3d-758e-b430-8cf7-845d10a2391d,1,4,1.0,0.0
5e6c5c04-226a-5011-d2ec-bc0df493ac37,2,4,4.0,0.6
5e6c5c1a-dbc3-e447-5465-3a8cbf2b2b5d,1,4,6.0,1.0
5e6c5e74-ed43-2d61-1afc-02dd4c4c1daf,1,4,3.0,0.4
5e6c5a14-2f92-8aee-f3ab-ab65b5b5772e,1,4,6.0,1.0
5e6c7499-ea91-6a98-6f0e-92c0b7c498d6,2,4,3.0,0.4
5e6c7490-f52c-27c3-a65f-d1068bf9e390,1,4,4.0,0.6
5e6c73c6-827f-85d6-9dd4-4afd959faba5,1,4,6.0,1.0
5e6c7824-874c-bd48-6a42-f7713caea4f9,2,4,1.0,0.0
5e6c786e-7077-8988-0d94-ebfa9d72b05a,1,4,6.0,1.0
5e6c8ce4-1e44-38e4-4b56-66629fef12b1,2,4,5.0,0.8
5e6c8a47-b0c9-f2e4-e9bc-d4b1cb847f6f,1,4,,
5e6c899a-2d72-3784-6a55-39e3aa3c83e3,1,4,4.0,0.6
5e6cc786-2f50-cb8d-4536-d5537d7d6ad6,1,4,6.0,1.0
5e6ccace-0b54-d565-b045-5961a80355ea,1,4,1.0,0.0
5e6cd26f-ad81-9cdd-470f-166f059d0328,1,4,1.0,0.0
5e6cd2d1-21e9-5883-e782-4a4d2178af0e,1,4,1.0,0.0
5e6cd28f-caaf-cabf-cc12-e9f50dc9ad83,1,4,4.0,0.6
5e6cd26d-f610-6826-460a-45f9e6912f3b,2,4,1.0,0.0
5e6cd264-bd33-6ef8-8857-8fcd27ab34c0,1,4,3.0,0.4
5e6cdce9-ad2f-b82a-a8ae-8e8ee8733fc0,1,4,6.0,1.0
5e6ce34c-246f-f1a9-93b9-6a706680c0dc,2,4,6.0,1.0
5e6cf1ba-a9a8-6423-21fd-a954e3cf3370,2,4,6.0,1.0
5e6cf30d-f158-4c38-246e-24a8da02791e,2,4,2.0,0.2
5e6cf385-93a7-3c30-9b82-67ac58fbcee5,2,4,6.0,1.0
5e6cfaaf-3751-7af9-48e9-a46f5a356a9a,2,4,1.0,0.0
5e6cf517-fe66-4935-256e-7b77328fe1e3,2,4,6.0,1.0
5e6cfec3-4f3d-fdd3-980d-e0ce8773adf6,2,4,4.0,0.6
5e6d10ac-120f-b051-d12d-8f378f26c91a,1,4,4.0,0.6
5e6d0c7f-990a-65df-11c2-2ffbabfbffcb,2,4,1.0,0.0
5e6d13af-3063-a2fc-5c48-223e4d0e830c,2,4,2.0,0.2
5e6d1093-7098-86e7-0f7a-bf8e80bc1df3,1,4,5.0,0.8
5e6d2222-3979-31d9-0fe8-9c4ba0b16e78,2,4,1.0,0.0
5e6d234a-0390-554c-ce82-8af7b3e6d2bb,1,4,3.0,0.4
5e6d28be-54a3-ff0b-98f9-2cb8bd05e889,1,4,1.0,0.0
5e6d2677-9724-c325-ea8d-ca4534e2ab9d,2,4,4.0,0.6
5e6d3c68-f6cf-2517-cf92-6fa870ef8650,1,4,2.0,0.2
5e6d5132-b074-73e8-d385-083466cce0b4,2,4,1.0,0.0
5e6d5550-ca74-63f9-4bea-a59b6088afb5,2,4,6.0,1.0
5e6d59d4-7b2a-1f96-8bd0-d30926e09569,2,4,2.0,0.2
5e6d5f15-7e87-02c4-4450-ce0189d9adf8,1,4,5.0,0.8
5e6d6201-7ec7-1907-592d-ab7216f326b2,2,4,1.0,0.0
5e6d67f6-2744-53a9-fc6a-845a860ac03c,2,4,6.0,1.0
5e6d6f52-e204-e070-315a-ba0745b02dc5,1,4,6.0,1.0
5e6d7b18-bfea-6c0b-4fb6-7d2e493928bd,2,4,5.0,0.8
5e6d7bba-920a-394f-4ab7-2b126187fb43,1,4,6.0,1.0
5e6d7f29-0efa-1112-b44e-ef62d8eb0994,2,4,6.0,1.0
5e6d7e26-7c10-63cb-ebdb-6caa33f6a729,1,4,4.0,0.6
5e6d8762-c2b6-16b8-582c-1df0c2eafc3e,2,4,1.0,0.0
5e6d89dc-5f93-73ab-7a3b-84544d9f3d36,1,4,5.0,0.8
5e6d85d8-5aed-098e-a8ef-df2f070d39cb,2,4,1.0,0.0
5e6d8eef-d460-ffb9-4b3b-df8339b83fc6,1,4,3.0,0.4
5e6d8a75-f8c8-f55b-06a4-37b9659e0b08,2,4,5.0,0.8
5e6d8fbe-1261-d645-2c78-95c19375de03,1,4,1.0,0.0
5e6d8fe8-4b95-4727-f28a-c573045fd566,1,4,3.0,0.4
5e6d9313-c1f7-a12f-043b-9632ddb5cd58,2,4,1.0,0.0
5e6da95d-55ad-cccf-e074-8572d6159c29,1,4,4.0,0.6
5e6db341-9736-960d-de2c-8ef744212fef,1,4,4.0,0.6
5e6df881-033f-8446-b10b-a96b977d2762,2,4,6.0,1.0
5e6e08e9-d2b2-7e9c-796f-ebec70606eaa,2,4,5.0,0.8
5e6e0ae7-df63-041b-4140-19190814e164,2,4,3.0,0.4
5e6e084c-915c-ff9b-61af-db64a1e03f9e,1,4,2.0,0.2
5e6e1203-848b-aca1-d6fd-6d543e88f6dd,1,4,2.0,0.2
5e6e1701-c1c1-a3c2-97cf-948892f4fd95,2,4,1.0,0.0
5e6e2d1c-dd7a-0667-ac29-fff1a0ab06b7,1,4,6.0,1.0
5e6c1d50-e12d-6ec3-2a25-5a76ae53dd20,1,4,6.0,1.0
5e6c662e-6085-34b8-0abe-3d4343565102,1,4,5.0,0.8
5e6d932b-baf8-c074-9d2f-1467407c0029,2,5,5.0,0.8
5e6dd83c-f049-34f5-590c-f709f21ab249,1,5,4.0,0.6
5e6c069c-9025-c59f-9877-d4c359f90032,1,5,1.0,0.0
5e6da94b-6276-191b-69cf-8e7799456711,1,5,1.0,0.0
5e6c8025-d9e0-1a64-d348-c0ba22d7d7c2,1,5,5.0,0.8
5e6d7db4-2a49-31be-f641-ba25ccd4ee93,2,5,5.0,0.8
5e6c27a2-48b0-fb05-84fa-95f6207939a7,1,5,1.0,0.0
5e6cd23b-a4cd-a35e-5e11-e19292a6a715,2,5,3.0,0.4
5e6c3c1b-848b-6f78-d293-70b35cb3ee36,2,5,5.0,0.8
5e6e0d28-0561-ceee-9305-c79e3123ed02,1,5,1.0,0.0
5e6d1697-a706-4c71-ddaf-344c0c50542c,1,5,1.0,0.0
5e6d8a24-1309-24ba-fc42-f41c4ec84f7e,1,5,5.0,0.8
5e6cc9d9-f21c-a734-3c9d-20ca61617ab1,2,5,3.0,0.4
5e6c993e-93cb-edac-73a5-219a73050ce4,1,5,5.0,0.8
5e6c2118-e222-3b63-33ab-07401bcbdd37,1,5,2.0,0.2
5e6d985f-f317-cdba-aad9-fb8ccc9ce2ba,1,5,6.0,1.0
5e6d5a52-6426-50c5-bbf4-cff2eba61a7e,1,5,6.0,1.0
5e6c240f-9762-8c9b-91ce-40375737771b,2,5,3.0,0.4
5e6c2218-03ca-3562-eab5-8340b1466bb6,1,5,6.0,1.0
5e6d2cb2-2c99-ead4-f461-ef67dfe2150e,1,5,6.0,1.0
5e6c9ab8-3fb3-3376-a4f2-2b6e03d24cbb,2,5,1.0,0.0
5e6c38cd-49c0-b9f5-be1d-060801537b97,1,5,6.0,1.0
5e6cefd2-6f67-b02c-76b9-16f220f753f5,2,5,2.0,0.2
5e6ce534-306c-f365-1431-3d4789fffe2d,1,5,4.0,0.6
5e6cd3b5-2bc1-1028-3772-fbce83b3a5ed,1,5,4.0,0.6
5e6d6487-f33c-a4d0-ce4f-65e753e19cfe,1,5,6.0,1.0
5e6c1d7e-2fb2-f926-4b23-576b4b6e30b2,2,5,4.0,0.6
5e6c1d64-8666-a2c0-dcd9-308bddfa6ed1,2,5,6.0,1.0
5e6d14d4-0b97-1425-6a76-1ccc52388fb5,1,5,6.0,1.0
5e6cd5a8-0d1c-7a70-eae2-74305555767e,1,5,2.0,0.2
5e6d878a-2c47-5bbd-6883-f4059c8bc942,1,5,6.0,1.0
5e6dbfcf-88a3-a2c2-acbb-03717d8faa53,2,5,6.0,1.0
5e6d89de-949c-596a-aa9e-2f955e4b8504,1,5,6.0,1.0
5e6d2853-a694-b72e-bb45-e2303c81ed7b,1,5,5.0,0.8
5e6c4883-8192-17c2-d0f9-ce35094c7bbb,2,5,3.0,0.4
5e6c1d7f-9bed-348c-e852-e5cf886261b1,1,5,5.0,0.8
5e6c1c50-4501-2c06-3eef-f9b80be85515,2,5,6.0,1.0
5e6c1c7b-c0e5-3490-c9fa-69b9284663aa,2,5,2.0,0.2
5e6c1db2-251b-1160-3b30-341b36bbe68d,2,5,5.0,0.8
5e6c4063-2eef-8d6d-a8e7-74e77d9c95e8,2,5,5.0,0.8
5e6e22f5-e531-f0ab-2a3c-c13f417131e1,2,5,6.0,1.0
5e6c3c8a-d1d2-b6dd-8168-519c0e36402d,2,5,1.0,0.0
5e6bf841-dbdd-c8eb-8e95-84df34bbffed,1,5,5.0,0.8
5e6c1e55-ba77-f8ae-102e-a0305b2230da,1,5,4.0,0.6
5e6c250b-2d9e-2a05-5fc1-9cefe39a286f,2,5,3.0,0.4
5e6c213e-2dcd-eeb6-941e-315b764f0326,1,5,5.0,0.8
5e6c3253-7908-a8fe-e184-591b86b4d83b,2,5,1.0,0.0
5e6c46f6-a004-5d0c-2ad6-7035c364e1dd,2,5,1.0,0.0
5e6c4f78-b534-e698-03a8-8e43ae9d2cfa,2,5,3.0,0.4
5e6c62cb-bf07-4b78-80f7-fa8126ed23ba,1,5,1.0,0.0
5e6c6d10-f029-d4cd-58a2-56ba92ed7dd1,2,5,2.0,0.2
5e6ccee9-068e-8ca1-4a95-e6bb9bded8ea,1,5,1.0,0.0
5e6d21d0-069b-1736-3d71-96e265497156,2,5,5.0,0.8
5e6d21e7-2dba-6deb-d2af-371e2b290584,2,5,4.0,0.6
5e6d2721-eb5d-0ce9-4d24-5a0f40e619e3,2,5,4.0,0.6
5e6d8c1a-3ba1-0a4a-5443-f52092dbceab,1,5,1.0,0.0
5e6cf17a-a124-82aa-9639-0e146fa77e84,1,5,3.0,0.4
5e6d049f-0060-c7c6-3fb4-52f6a156c3f0,1,5,6.0,1.0
5e6bfcb8-3ec2-8175-f58b-5789040dfde6,2,5,5.0,0.8
5e6c1f8b-cb36-2ca6-db66-80542eed3d6a,2,5,2.0,0.2
5e6c56ab-e7de-3e3f-b609-9c747b5e57c1,2,5,5.0,0.8
5e6c8924-71c8-93c6-3f63-cb7633cfdfde,2,5,6.0,1.0
5e6ca4db-ae3a-601e-2ae3-eea7cb4005d6,2,5,6.0,1.0
5e6cd5ad-6f7e-696a-c816-9afbfecbe9f4,1,5,4.0,0.6
5e6ce1b0-9c3d-9d08-0c09-6a215ef277f1,1,5,1.0,0.0
5e6cf71f-fbde-5b6d-da96-20c3507134f9,2,5,2.0,0.2
5e6d20d9-d11a-45f4-7c17-4e939da03f17,1,5,6.0,1.0
5e6d2098-d2be-358a-334d-8de7108f88fd,1,5,6.0,1.0
5e6d2942-b595-67df-e57e-e8a0086f0e27,2,5,6.0,1.0
5e6d7e22-7fc2-df46-ce99-3a3b2d15e1fa,1,5,6.0,1.0
5e6d801d-e8cb-781a-8fb9-922d87f0b787,2,5,4.0,0.6
5e6d8aa5-812c-eba6-1c14-d523ce40e978,1,5,5.0,0.8
5e6d8e36-7b8a-cedb-a375-a1e15acd36f2,1,5,6.0,1.0
5e6d8f2f-89f2-9060-0de2-28bfbde3ef78,1,5,6.0,1.0
5e6da4e1-ecc8-1207-c251-dbf5344840b1,1,5,5.0,0.8
5e6bf809-1990-c087-1cf6-df5157501707,2,5,1.0,0.0
5e6bff8d-fe1f-c556-58ca-0c47b0478598,1,5,1.0,0.0
5e6bfd60-252d-684a-e30d-e04e0ef9bf3b,1,5,1.0,0.0
5e6bfeb0-0e17-7367-2985-0f30d338f03d,2,5,2.0,0.2
5e6bfe6e-c351-e38b-c775-478527680de2,2,5,3.0,0.4
5e6c0b91-2f2d-c1ad-fa3b-0a1dc7e0029e,2,5,1.0,0.0
5e6c1ce1-8939-171e-d245-78838fd81587,1,5,6.0,1.0
5e6c1c72-e962-c0de-5bbd-5803d0238a23,2,5,4.0,0.6
5e6c1ce5-7271-90e2-3367-1e2da18fdbe1,1,5,1.0,0.0
5e6c1d30-833f-bad9-73ad-572638bbcdf0,2,5,5.0,0.8
5e6c1c0b-198a-9348-825f-7d67eb5b614d,2,5,1.0,0.0
5e6c1cba-961a-df64-b468-45a2b358f92e,2,5,1.0,0.0
5e6c1c9e-a6bc-c097-90ed-db61c6efc115,2,5,5.0,0.8
5e6c1df0-2cb7-7e69-a169-d6dee4d34ba3,2,5,1.0,0.0
5e6c1de1-233a-50ab-b624-ee77c19d5219,1,5,1.0,0.0
5e6c1c8e-7013-8cb0-f70a-0b5baa8bc277,2,5,1.0,0.0
5e6c1f53-af31-6231-dc29-ebe1ec39e244,1,5,4.0,0.6
5e6c1c83-ceda-d520-0730-4763509f2753,2,5,1.0,0.0
5e6c1dec-6893-2e49-904d-02bd3838236d,2,5,3.0,0.4
5e6c1ce2-b4c1-8e4b-5878-bed96c76adad,1,5,4.0,0.6
5e6c12bf-d174-7c50-641e-592310e7d914,1,5,2.0,0.2
5e6c1e30-0bcc-31ac-dd88-63763ac5ffc4,2,5,6.0,1.0
5e6c1ef2-64a8-1384-6b6d-b9f9e9cc01da,1,5,3.0,0.4
5e6c1fa7-77a1-b4ae-3bd7-d9c0727b0165,1,5,2.0,0.2
5e6c1f00-7dd8-02be-b53b-5bf9a1be7779,2,5,2.0,0.2
5e6c1d9c-e19b-fb76-c625-c6839647d39b,2,5,3.0,0.4
5e6c1ed7-cd43-8e23-ce1d-2b9697163422,1,5,3.0,0.4
5e6c1ff5-0a0c-42ea-aa96-8786d0a3fc77,1,5,6.0,1.0
5e6c1f85-a160-9c66-2acb-6fc5215e73a9,2,5,3.0,0.4
5e6c205d-2478-03b1-5329-764a95475bc2,2,5,1.0,0.0
5e6c2096-c787-6e27-974a-5b68183e6459,1,5,1.0,0.0
5e6c1e26-6771-db3f-01ab-a29776c3ad2e,2,5,1.0,0.0
5e6c1ea8-11e0-dd0d-d250-0c6786b0bbee,1,5,4.0,0.6
5e6c20ed-eba1-db28-64b5-d3cd571929db,2,5,2.0,0.2
5e6c2063-e0ac-7364-a2cd-287850b95b1e,1,5,5.0,0.8
5e6c20d0-ed1d-40a7-2880-31dc5e3f6fac,1,5,1.0,0.0
5e6c20f7-dfe4-adf4-0bbf-a59e5f2c6c16,2,5,1.0,0.0
5e6c2012-4952-dbd0-33a6-bc9fa24ab2c5,1,5,4.0,0.6
5e6c2211-2895-3b37-f7b5-147961001dde,2,5,3.0,0.4
5e6c234d-0c67-8187-6549-3396538f6bc9,1,5,1.0,0.0
5e6c22da-f239-7398-94be-b41615b5c10e,2,5,1.0,0.0
5e6c2357-2a90-4583-acb5-50f31ce68bac,1,5,3.0,0.4
5e6c227b-5229-7dc9-57ad-ed432ea9b0ed,2,5,1.0,0.0
5e6c22ad-6c59-5e3a-c17f-459f4d3e898f,1,5,1.0,0.0
5e6c23c2-5531-ec92-333a-d5c25ba03eff,2,5,6.0,1.0
5e6c2095-5c2b-e253-fd01-d511d6233be6,1,5,6.0,1.0
5e6c23b7-8c75-1c6e-0019-fa3d738b3589,2,5,4.0,0.6
5e6c2487-1a7b-b23f-9f0d-edda9909094a,1,5,5.0,0.8
5e6c2028-5e93-1669-614b-bd255646ec62,2,5,5.0,0.8
5e6c2925-e387-92a7-c96c-f3cb5761b136,1,5,4.0,0.6
5e6c2a51-427f-f9e9-f65b-3493da27d230,1,5,3.0,0.4
5e6c2960-adbc-dd8f-56cc-9ffb9e206a20,2,5,1.0,0.0
5e6c2937-d2b0-6d0e-2a95-de2669dc79b2,2,5,2.0,0.2
5e6c2b21-8ed4-1a18-3668-01acba708385,2,5,3.0,0.4
5e6c2a69-6dc9-a00d-624b-20272cdf32a8,2,5,3.0,0.4
5e6c2cf8-ad85-dded-4e25-0d0eb931fd29,1,5,1.0,0.0
5e6c302d-2ba3-551e-7ed5-b4895f28be9e,1,5,1.0,0.0
5e6c2ae9-ff0f-a07b-f1e8-f7b6c11fa31a,2,5,6.0,1.0
5e6c31cb-95bb-e0d0-4de1-7bc279817b8a,1,5,2.0,0.2
5e6c31bc-8bdb-30a8-72ac-14b8ccfeb683,2,5,6.0,1.0
5e6c30c7-01cb-09c6-5b35-7d50a01e38a3,1,5,1.0,0.0
5e6c34b6-ecc0-47ab-e841-ba340be80495,2,5,1.0,0.0
5e6c34a7-6bd8-b386-6311-f3526d931100,1,5,1.0,0.0
5e6c36b4-71dc-b822-ac84-72ba9a2f5497,2,5,1.0,0.0
5e6c2a8a-a163-f87a-877d-5b03a0dac562,2,5,3.0,0.4
5e6c387c-b45d-2b68-9123-444879ed7a32,1,5,5.0,0.8
5e6c1c92-0620-2145-4bea-497cbcd3f61b,1,5,6.0,1.0
5e6c3a48-d6ea-5e0d-be76-47f8b3ca9034,1,5,3.0,0.4
